District_Code,State_Name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Scheduled_Caste,Scheduled_Tribe,Workers_Total,Workers_Male,Workers_Female,Workers_Main,Workers_Marginal,Non_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Households_LPG_PNG,Households_Electric_Lighting,Households_Internet,Households_Computer,Households_Rural,Households_Urban,Households_Total,Education_Literate,Education_Illiterate,Education_Total,Age_0_29,Age_30_49,Age_50_plus,Households_Bicycle,Households_Car,Households_Two_Wheeler,Households_Phone,Households_TV,Households_Bathroom,Households_Toilet,State,District,Latitude,Longitude,Sex_Ratio,Literacy_Rate
112,RAJASTHAN,3307743,1696325,1611418,1758624,1102750,655874,699911,10418,1425882,857031,568851,985927,439955,1881861,2833443,454487,1912,366,163,12940,97267,347344,4449,35328,675712,166489,842201,1910801,1533137,3443938,2088323,754143,463469,90046,26150,94315,465022,184518,393528,209311,Rajasthan,Nagaur,27.07862016048146,74.14215667001012,949.9465019969641,53.16688751211929
113,RAJASTHAN,3687165,1923928,1763237,2031532,1265753,765779,608024,118924,1489741,965103,524638,1056479,433262,2197424,3224399,411558,6035,4123,514,36697,197135,408808,19335,54808,584215,307442,891657,2036941,1591957,3628898,2359786,836322,489280,193641,40768,197296,491165,246002,481462,248676,Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,916.4776436540245,55.09739867893083
114,RAJASTHAN,669919,361708,308211,308653,210415,98238,99134,42429,288903,182565,106338,175383,113520,381016,497045,168129,874,1723,98,1521,12431,43141,754,7416,159117,30830,189947,267105,397649,664754,448969,140294,79977,11291,5218,11355,81102,19388,79428,26456,Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,852.0989306291262,46.07318198170226
115,RAJASTHAN,2603751,1369022,1234729,1188322,783461,404861,436414,176257,1202482,696240,506242,741367,461115,1401269,2244882,321192,1157,450,157,34010,39580,126494,2766,37730,542825,55980,598805,1179796,1501858,2681654,1731122,527629,326476,47366,27009,39804,299183,52926,234694,66597,Rajasthan,Barmer,25.77070908045978,71.50297126436782,901.905886099712,45.63884949060029
116,RAJASTHAN,1828730,936634,892096,829582,543923,285659,357196,178719,896644,494906,401738,660719,235925,932086,1732852,78990,730,231,144,14640,39745,161845,1585,12794,419216,48202,467418,870570,1033534,1904104,1176496,390598,249379,37596,12367,34799,237522,54245,145214,51153,Rajasthan,Jalor,25.07578093797277,72.18647261724662,952.4488754412076,45.36383173021715
117,RAJASTHAN,1036346,534231,502115,476806,309900,166906,201863,292470,419829,272196,147633,313292,106537,616517,996562,30479,1284,572,114,6829,47182,134089,2146,10297,238535,69639,308174,497001,577092,1074093,649290,244401,142251,52893,6343,38817,125006,65197,91080,54218,Rajasthan,Sirohi,24.7976905263158,72.75309131578943,939.8836832755868,46.008379440843115
118,RAJASTHAN,2037573,1025422,1012151,1085693,667381,418312,398096,144578,842327,523077,319250,605288,237039,1195246,1870543,143476,1345,1540,141,18974,94821,326793,4043,19270,512909,139808,652717,1216936,983050,2199986,1207983,467436,343384,175945,14175,109098,316935,154761,274998,124303,Rajasthan,Pali,25.80490393541874,73.55285640766907,987.0580112383,53.28363695435697
119,RAJASTHAN,2583052,1324085,1258967,1526673,926268,600405,478027,63482,1053722,686149,367573,827181,226541,1529330,2201663,314159,10605,6799,417,45614,171799,393498,13499,41732,409335,274919,684254,1618919,1034334,2653253,1561077,629951,388040,187324,24509,175460,363250,250461,305048,204571,Rajasthan,Ajmer,26.199300378787903,74.6990419191919,950.8203778458331,59.10345591184382
120,RAJASTHAN,1421326,728136,693190,749659,478329,271330,287903,178207,649161,371848,277313,495797,153364,772165,1243527,153146,754,378,122,22458,32359,158264,1908,12482,298911,81755,380666,816124,661902,1478026,880194,334006,205593,93547,6295,68174,189703,83447,92778,49974,Rajasthan,Tonk,26.153935071707927,75.79192216427637,952.0062186184999,52.743635168849366
121,RAJASTHAN,1110906,577160,533746,585044,371705,213339,210788,228549,526091,314806,211285,361070,165021,584815,1017688,66609,682,11059,144,13455,33406,136969,1392,7705,239836,63452,303288,585809,553622,1139431,686771,267648,155958,86810,5787,58255,143433,78692,77636,42082,Rajasthan,Bundi,25.48580716049379,75.79984074074079,924.7799570309793,52.66368171564471
122,RAJASTHAN,2408523,1220736,1187787,1256126,777582,478544,407947,229273,1148165,674589,473576,883329,264836,1260358,2224839,142427,1978,1468,183,35149,93768,373644,6207,24014,530015,145865,675880,1347909,1180456,2528365,1439454,589476,365023,212245,17508,150972,341043,175393,231845,115740,Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,973.0089061025479,52.15337366510513
123,RAJASTHAN,1156597,581339,575258,619139,383334,235805,148168,160809,550831,319534,231297,362584,188247,605766,1105676,33677,759,260,100,14966,36073,193276,1989,9222,304622,61054,365676,674367,544517,1218884,687165,275099,193668,65503,7060,62714,168164,80267,105451,49135,Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,989.5396661844466,53.53109164211908
124,RAJASTHAN,1388552,696532,692020,681591,415820,265771,52267,983437,641515,346624,294891,216411,425104,747037,1340065,28662,830,240,226,16141,26351,141275,1477,11742,322816,31547,354363,675840,764563,1440403,868458,317700,191917,18435,4385,34909,115373,46510,62463,38043,Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,993.5221928066478,49.086458411352254
125,RAJASTHAN,1797485,907754,889731,829343,513854,315489,80091,1372999,916574,482236,434338,542983,373591,880911,1701234,48834,22250,427,138,22613,34189,120603,2324,15062,390437,39407,429844,748794,1040914,1789708,1153029,406214,216554,39865,5287,45930,108760,48693,72390,45574,Rajasthan,Banswara,23.453642032967014,74.44246868131869,980.1455019752048,46.13907765572453
126,RAJASTHAN,1544338,783171,761167,821825,514851,306974,250224,201546,802755,456632,346123,656904,145851,741583,1413163,97855,1274,1515,252,25843,59190,268172,4941,16560,366780,88873,455653,868699,715545,1584244,880043,398303,258997,173375,11261,103489,223599,119801,138788,67820,Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,971.903964779084,53.215358295917085
127,RAJASTHAN,1951014,1021161,929853,1298345,765396,532949,405408,183816,748811,534650,214161,577548,171263,1202203,1661307,243993,5665,11058,280,25742,165563,339899,12843,36297,203454,311735,515189,1317870,588142,1906012,1177474,495896,275396,150716,24848,147206,283909,236764,265337,195286,Rajasthan,Kota,25.175718080000014,76.18618928000001,910.5841292411285,66.5471903328218
128,RAJASTHAN,1222755,633945,588810,693307,432607,260700,221184,276857,552583,329754,222829,359785,192798,670172,1133349,79984,1432,3066,84,2795,32685,161310,1363,9491,249184,69804,318988,722755,545842,1268597,762204,286344,173100,61129,5741,59954,150412,88344,92962,42258,Rajasthan,Baran,24.98023243243244,76.86210651828291,928.8029718666446,56.70040196114512
129,RAJASTHAN,1411129,725143,685986,739792,466815,272977,243582,182229,685950,402825,283125,475653,210297,725179,1299751,96164,842,819,46,12488,38909,220428,1750,9403,298624,63763,362387,747822,696680,1444502,850546,346110,213674,81160,5385,56052,167020,96225,110586,46984,Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,946.0009956656825,52.42554011716859
130,RAJASTHAN,3068420,1566801,1501619,1582629,973444,609185,188525,1525289,1365783,835839,529944,822355,543428,1702637,2869976,104307,7406,4278,209,78647,128320,357846,14211,48517,665449,182769,848218,1535470,1528671,3064141,1876436,739287,451034,145780,27979,157259,330546,180282,223077,150738,Rajasthan,Udaipur,24.44076752136749,73.84029839743584,958.3980352322982,51.57797824287418
131,RAJASTHAN,867848,437744,430104,401515,250122,151393,60429,550427,481294,251691,229603,327445,153849,386554,827293,25597,358,72,32,14077,17984,71612,716,5961,209813,24269,234082,402948,488621,891569,545987,204801,115608,62048,2803,31782,78345,37216,42404,20284,Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,982.5468767133302,46.26559028770015
132,UTTAR PRADESH,3466382,1834106,1632276,2077108,1220114,856994,764450,980,1037344,911136,126208,882701,154643,2429038,1966892,1454052,6523,18627,1937,10208,149035,404499,9699,38816,605082,284156,889238,2090428,1279517,3369945,2228689,769736,433862,365960,21310,151620,419470,294410,468873,343084,Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,889.9572870924582,59.92149739988264
133,UTTAR PRADESH,4143512,2193434,1950078,2417339,1448528,968811,561250,317,1291644,1081569,210075,1085491,206153,2851868,2382914,1711453,6495,18601,1516,16345,147785,368153,10077,56149,673746,296104,969850,2673586,1431537,4105123,2671757,911621,544283,377807,32866,145278,512592,331760,553728,449383,Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,889.0525085322831,58.34034027173084
134,UTTAR PRADESH,3682713,1921215,1761498,2135393,1241471,893922,787444,3058,1088036,921497,166539,839778,248258,2594677,2032081,1585210,6184,50624,1736,2134,128042,268353,7303,37341,683875,224648,908523,2453411,1308683,3762094,2404576,786305,450186,378636,17143,131278,445114,260312,470279,380737,Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,916.8666703101943,57.984236078130444
135,UTTAR PRADESH,4772006,2503186,2268820,2263848,1357435,906413,731406,685,1417811,1193439,224372,1104968,312843,3354195,2488265,2248392,13157,7555,1260,2426,179473,281758,11690,61846,692398,355518,1047916,2545795,2097292,4643087,3168270,988486,525574,399563,19316,148802,504670,283005,532409,496107,Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,906.3729183528511,47.44017505426439
136,UTTAR PRADESH,2335819,1223889,1111930,1043666,630408,413258,307936,358,737261,609693,127568,564266,172995,1598558,1073890,1181337,9201,65316,384,1307,62281,131112,3847,25960,396775,143217,539992,1008445,1235413,2243858,1576123,491164,258913,247366,14386,73261,253787,134249,254563,260618,Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,908.5219329530701,44.68094488485623
137,UTTAR PRADESH,1840221,963449,876772,983110,600541,382569,318001,164,599089,459037,140052,453567,145522,1241132,1075440,750368,5952,5295,189,517,55064,89329,2825,18303,335888,115486,451374,1233732,520215,1753947,1227283,391275,215849,167023,7361,63056,206663,101804,205042,166582,Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,910.0346774972002,53.42347468048675
138,UTTAR PRADESH,3443689,1825743,1617946,2141488,1254520,886968,624149,3390,1090539,898810,191729,890810,199729,2353150,2183255,1185643,10582,24912,1855,18544,236071,425624,23717,69473,381520,422303,803823,2302997,990312,3293309,2165117,780475,451827,331961,42392,186553,440962,354359,497784,421643,Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,886.1849668874535,62.18587102377712
139,UTTAR PRADESH,1303048,700070,602978,797970,489858,308112,149060,14,416695,342604,74091,334519,82176,886353,917474,364583,1840,483,161,16139,44732,119121,2989,19999,246055,69991,316046,887221,376700,1263921,817140,283276,194548,114603,13301,42998,155781,111663,171586,134051,Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,861.3110117559672,61.23872643218055
140,UTTAR PRADESH,4681645,2488834,2192811,3123264,1811397,1311867,773463,3968,1520538,1231615,288923,1252911,267627,3161107,3414427,1186776,19026,23001,3487,16412,501592,695130,78116,179552,355407,836316,1191723,3545813,885070,4430883,2891069,1139871,559963,409265,119441,292502,700485,592753,750601,701900,Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,881.0595644386085,66.71296093573946
141,UTTAR PRADESH,1648115,890214,757901,1122947,666065,456882,216105,2215,569109,443384,125725,458492,110617,1079006,1394025,215500,7366,9261,895,4518,193902,257586,53181,87188,170835,338935,509770,1335017,342284,1677301,1015648,402967,188862,128362,78631,124939,278982,232925,276925,245877,Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,851.369445998378,68.13523328165813
142,UTTAR PRADESH,3499171,1845260,1653911,2031656,1253314,778342,725600,198,1173260,897815,275445,885216,288044,2325911,2707195,777407,4088,2765,669,1572,124641,223922,7865,38225,658449,221628,880077,2184539,1185318,3369857,2246254,753949,472808,321044,20979,136765,410624,254050,393105,257848,Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,896.3024180874239,58.0610664640282
143,UTTAR PRADESH,3673889,1951996,1721893,2092567,1283380,809187,755254,629,1174361,929337,245024,865799,308562,2499528,2904140,729283,7635,5875,2582,2805,153283,268120,13634,58336,582117,275942,858059,2137251,1352181,3489432,2378289,787408,472667,364661,21667,151973,445913,262098,356823,254141,Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,882.1191231949246,56.957817723943215
145,UTTAR PRADESH,2547184,1367125,1180059,1507746,943346,564400,506580,1520,840939,635142,205797,594799,246140,1706245,2310776,216933,3179,2872,883,2056,107867,281239,8726,37596,407488,177802,585290,1571793,691359,2263152,1600686,535738,327854,212964,16580,124260,318989,221574,240390,154472,Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,863.1683276949803,59.19266138606398
146,UTTAR PRADESH,4418797,2364953,2053844,2680510,1614594,1065916,991325,7255,1389844,1119701,270143,1050562,339282,3028953,3922718,411313,10076,12057,4049,21508,251013,536402,27183,82012,496971,406852,903823,3141380,963202,4104582,2871903,991255,547873,444212,44989,243761,520896,433913,463682,311695,Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,868.4502398144909,60.66153299189803
147,UTTAR PRADESH,2498156,1332046,1166110,1521806,912314,609492,473890,2565,761521,621840,139681,573649,187872,1736635,2140745,314812,3370,1804,3395,19077,100919,196080,5834,31797,349747,185621,535368,1673077,672115,2345192,1621154,543730,312689,278168,10940,85413,283190,169583,237006,146593,Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,875.4277254689403,60.91717250644075
148,UTTAR PRADESH,1868529,993377,875152,1203885,712110,491775,368206,478,560840,466067,94773,424782,136058,1307689,1746649,100723,1729,475,8814,4161,43074,79022,2642,24451,338475,72783,411258,1406443,519493,1925936,1193660,402321,265638,216358,7361,53444,209597,76780,158322,72089,Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,880.986775413564,64.42955929503904
150,UTTAR PRADESH,4448359,2357665,2090694,2191759,1342697,849062,557150,3227,1401971,1153006,248965,1043912,358059,3046388,2830768,1536534,14822,28187,4371,931,210687,272830,15164,56575,631613,362798,994411,2409592,1744527,4154119,2893965,952233,514141,456654,24436,159838,481724,300504,428849,462993,Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,886.7646591012718,49.271180675840235
151,UTTAR PRADESH,2031007,1072002,959005,1061095,654290,406805,333558,1714,618605,534939,83666,463415,155190,1412402,1449007,489686,3510,84787,360,138,47723,83006,2870,18097,371752,89638,461390,1086632,977839,2064471,1320476,449673,256276,242225,7560,55738,205860,106945,169387,162404,Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,894.5925474019638,52.24477315932441
152,UTTAR PRADESH,3006538,1606403,1400135,1490930,915142,575788,532673,508,892214,783313,108901,699503,192711,2114324,2412595,527581,4630,51090,2312,301,91958,115163,3889,27533,520289,134714,655003,1594486,1324615,2919101,1961237,652237,368743,333199,9927,73581,288372,135885,243864,198260,Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,871.5963553354917,49.589594410581206
154,UTTAR PRADESH,4483992,2375264,2108728,2283733,1397702,886031,1446427,1602,1422602,1171252,251350,1023642,398960,3061390,3555450,893725,6579,11611,2663,1410,74072,102040,3874,34609,827583,111319,938902,2347731,2141696,4489427,2862383,1000987,588318,575384,11679,88916,369436,123246,371343,145037,Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,887.7867891737508,50.93080005495103
155,UTTAR PRADESH,4092845,2191442,1901403,2221601,1374587,847014,1274505,349,1318946,1091952,226994,969871,349075,2773899,3508131,556219,5822,5688,6671,446,60689,95508,3845,32065,786613,121064,907677,2657604,1481604,4139208,2598364,905306,559988,494925,12396,82094,387803,132969,341739,173556,Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,867.6492464778898,54.28011566526463
156,UTTAR PRADESH,3108367,1630087,1478280,1773584,1053063,720521,948588,2926,1124744,851014,273730,761831,362913,1983623,2732016,363453,3574,1204,920,240,70484,99466,3476,28719,596317,121039,717356,1915619,1130103,3045722,1893706,706851,453462,417537,10191,79130,306178,134235,362568,141351,Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,906.8718418096703,57.05838467594078
157,UTTAR PRADESH,4589838,2394476,2195362,3127260,1742440,1384820,948294,7506,1542806,1226399,316407,1152285,390521,3047032,3537787,985070,20493,23883,3877,4975,469747,582769,68506,152257,344155,717566,1061721,3094625,1146880,4241505,2678289,1161686,685258,539667,90205,337254,607420,506413,654614,539863,Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,916.8444369457034,68.13443088841044
